id,V1_sex,V4_area_origin,V6_province,V8_age,V9_age_at_program_end,V11_criminal_record,V12_n_criminal_record,V13_n_crime_cat,V15_main_crime_cat,V16_violent_crime,V17_crime_classification,V19_committed_crime,V20_n_juvenile_records,V21_n_crime,V23_territory_of_execution,V24_finished_program,V26_finished_measure_grouped,V27_program_duration_cat,V28_days_from_crime_to_program,V29_program_duration,V115_RECID2015_recid,V10_date_of_birth_year,V10_date_of_birth_month,V22_main_crime_date_year,V22_main_crime_date_month,V30_program_start_year,V30_program_start_month,V31_program_end_month
1409,0,0,0,15,16,0,3,1,1,0,1,10,0.0,2,0,7,5,0,183.0,100,1,1994,1,2009,11,2010,5,9
4308,0,0,1,14,14,0,3,0,1,0,1,10,0.0,3,1,7,5,0,123.0,13,1,1995,6,2009,9,2010,1,2
1811,0,0,2,14,15,0,3,2,1,0,1,10,0.0,1,2,2,2,0,101.0,3,1,1994,10,2009,10,2010,1,1
4819,0,0,1,15,16,0,3,2,1,0,0,10,0.0,1,1,5,3,0,411.0,176,1,1993,9,2008,12,2010,1,7
1898,0,0,2,14,14,0,3,1,1,0,1,10,0.0,2,2,2,2,0,46.0,30,1,1995,1,2009,11,2009,12,1
2883,0,0,1,15,15,0,3,2,1,0,1,10,0.0,1,1,2,2,0,48.0,48,1,1994,11,2010,4,2010,6,8
1848,0,4,2,14,17,0,3,2,1,0,1,10,0.0,1,2,3,3,0,867.0,63,1,1993,1,2007,8,2010,1,3
1381,0,1,2,14,15,0,3,2,1,0,1,10,0.0,1,2,7,5,0,54.0,135,1,1994,11,2009,7,2009,9,1
930,0,1,2,15,15,0,3,0,1,0,1,10,0.0,3,2,2,2,0,53.0,7,1,1994,9,2010,4,2010,6,6
3399,0,3,1,15,15,0,3,1,1,0,1,10,0.0,2,1,7,5,0,128.0,95,1,1994,5,2009,6,2009,10,2
1096,0,3,2,14,14,0,3,0,1,0,1,10,0.0,3,2,2,2,0,59.0,23,1,1995,8,2010,4,2010,6,7
1092,0,3,2,15,15,0,3,0,1,0,1,10,0.0,3,2,2,2,0,59.0,23,1,1994,9,2010,4,2010,6,7
1055,0,0,0,17,18,0,3,2,1,0,1,10,0.0,1,0,7,5,1,173.0,327,1,1991,11,2009,5,2009,11,10
4000,0,0,1,16,16,0,3,0,1,0,1,10,0.0,3,1,7,5,0,52.0,152,1,1993,7,2009,9,2009,11,4
2373,0,0,1,16,17,0,3,1,1,0,1,10,0.0,2,1,7,5,0,73.0,78,1,1993,5,2010,2,2010,4,7
3402,0,0,1,16,16,0,3,1,1,0,1,10,0.0,2,1,7,5,0,114.0,108,1,1993,6,2009,6,2009,10,2
2366,0,0,1,16,17,0,3,1,1,0,1,10,0.0,2,1,7,5,0,73.0,78,1,1993,5,2010,2,2010,4,7
4182,0,0,1,17,17,0,3,1,1,0,1,10,0.0,2,1,7,5,0,65.0,113,1,1992,5,2009,10,2009,12,4
3200,0,0,1,17,24,0,3,2,1,0,1,10,0.0,1,1,4,4,2,657.0,2221,1,1985,12,2003,1,2004,11,12
2182,0,0,1,14,15,0,3,2,2,0,1,11,0.0,1,1,7,5,0,98.0,83,1,1995,5,2010,1,2010,4,7
626,0,0,0,17,18,0,3,2,2,0,1,11,0.0,1,0,7,5,0,428.0,58,1,1991,11,2009,5,2010,7,9
544,1,0,2,16,16,0,3,2,2,0,1,11,0.0,1,2,7,5,0,61.0,77,1,1994,1,2010,2,2010,4,6
740,0,4,3,16,16,0,3,2,2,0,1,11,0.0,1,3,7,5,1,64.0,186,1,1993,4,2009,5,2009,7,1
3498,0,2,1,16,16,0,3,2,2,0,1,11,0.0,1,1,7,5,0,106.0,117,1,1993,3,2009,7,2009,10,2
1508,0,0,2,15,15,0,3,2,2,0,1,21,0.0,1,2,2,2,0,22.0,80,1,1995,1,2010,6,2010,7,9
4491,1,0,1,15,16,0,3,2,2,0,1,21,0.0,1,1,7,5,0,77.0,102,1,1993,12,2009,11,2010,1,5
1818,1,0,2,16,17,0,3,1,2,0,1,21,0.0,2,2,2,2,0,22.0,79,1,1993,8,2010,6,2010,7,9
1823,1,0,2,17,17,0,3,1,2,0,1,21,0.0,2,2,2,2,0,125.0,1,1,1993,1,2010,6,2010,10,10
6,0,0,3,16,16,0,3,2,2,0,1,12,0.0,1,3,2,2,0,98.0,19,1,1993,10,2009,10,2010,2,2
3596,0,1,1,15,16,0,3,2,2,0,1,13,0.0,1,1,2,2,0,88.0,9,1,1994,8,2010,6,2010,8,9
586,1,0,3,16,17,0,3,2,2,0,1,13,0.0,1,3,4,4,0,496.0,34,1,1992,11,2008,12,2010,4,6
3421,0,0,1,17,19,0,3,2,2,0,1,14,0.0,1,1,1,1,1,650.0,329,1,1990,3,2007,6,2009,3,2
3143,0,0,1,16,16,0,3,2,2,0,1,14,0.0,1,1,7,5,0,109.0,97,1,1994,3,2010,4,2010,8,11
3960,0,1,1,17,17,0,3,2,2,0,1,14,0.0,1,1,2,2,0,91.0,28,1,1992,4,2009,9,2009,12,1
1202,0,1,2,15,15,0,3,2,2,0,0,15,0.0,1,2,7,5,0,41.0,111,1,1994,10,2010,4,2010,6,9
1900,0,1,3,15,16,0,3,1,2,0,1,15,0.0,2,1,7,5,0,121.0,56,1,1994,4,2010,1,2010,5,7
278,0,0,2,17,17,0,3,2,2,0,0,15,0.0,1,2,2,2,0,16.0,10,1,1992,6,2010,1,2010,1,2
3048,0,0,1,17,17,0,3,2,2,0,1,16,0.0,1,1,2,2,0,122.0,10,1,1993,2,2010,3,2010,7,7
794,0,0,3,16,17,0,3,2,2,0,1,16,0.0,1,3,7,5,0,66.0,141,1,1993,9,2010,5,2010,7,11
3957,0,4,1,16,17,0,3,2,2,0,0,16,0.0,1,1,3,3,1,249.0,188,1,1993,5,2009,9,2010,5,11
614,0,0,0,14,14,0,3,2,2,0,0,17,0.0,1,0,7,5,0,68.0,101,1,1996,1,2010,4,2010,6,10
604,0,0,0,14,15,0,3,2,2,0,0,17,0.0,1,0,7,5,0,66.0,103,1,1995,9,2010,4,2010,6,10
766,0,0,0,14,15,0,3,1,2,0,0,17,0.0,2,0,7,5,0,67.0,132,1,1995,10,2010,5,2010,7,11
4222,0,0,1,14,14,0,3,2,2,0,1,17,0.0,1,1,2,2,0,101.0,5,1,1995,5,2009,10,2010,1,1
743,0,0,0,14,15,0,3,2,2,0,0,17,0.0,1,0,7,5,0,154.0,97,1,1995,10,2010,4,2010,9,12
3948,0,0,1,15,16,0,3,2,2,0,1,17,0.0,1,1,7,5,0,176.0,101,1,1993,8,2009,8,2010,1,5
687,0,0,2,14,14,0,3,1,2,0,1,17,0.0,2,2,7,5,0,59.0,115,1,1995,10,2010,2,2010,4,8
1170,0,0,1,15,15,0,3,1,2,0,1,17,0.0,2,1,7,5,0,107.0,58,1,1994,9,2009,12,2010,3,5
3238,0,0,1,15,15,0,3,2,2,0,1,17,0.0,1,1,7,5,0,33.0,148,1,1995,4,2010,6,2010,7,12
3182,0,0,1,15,15,0,3,1,2,0,1,17,0.0,2,1,7,5,0,155.0,15,1,1994,8,2010,2,2010,7,7
2993,0,0,1,14,15,0,3,2,2,0,1,17,0.0,1,1,7,5,0,123.0,153,1,1994,6,2009,5,2009,9,2
2748,0,0,1,14,14,0,3,2,2,0,1,17,0.0,1,1,2,2,0,194.0,6,1,1996,1,2010,2,2010,9,9
1349,0,0,2,14,15,0,3,2,2,0,0,17,0.0,1,2,2,2,0,176.0,76,1,1995,6,2010,1,2010,7,9
1674,0,0,2,15,16,0,3,2,2,0,1,17,0.0,1,2,2,2,0,105.0,47,1,1994,8,2010,7,2010,10,12
1074,0,0,2,15,17,0,3,1,2,0,1,17,0.0,2,2,4,4,0,542.0,151,1,1992,10,2008,3,2009,9,2
2603,0,0,1,15,16,0,3,2,2,0,1,17,0.0,1,1,2,2,0,86.0,28,1,1993,12,2009,12,2010,3,3
480,0,0,1,14,15,0,3,2,2,0,1,17,0.0,1,1,2,2,0,67.0,1,1,1995,2,2009,12,2010,2,2
391,0,0,1,14,14,0,3,2,2,0,1,17,0.0,1,1,2,2,0,67.0,26,1,1995,6,2009,12,2010,2,3
972,0,0,3,14,14,0,3,2,2,0,0,17,0.0,1,3,2,2,0,114.0,3,1,1996,2,2010,5,2010,9,9
1474,0,0,3,15,16,0,3,1,2,0,1,17,0.0,2,3,2,2,0,120.0,41,1,1993,12,2009,9,2010,1,3
4155,1,0,1,15,16,0,3,2,2,0,0,17,0.0,1,1,7,5,0,99.0,168,1,1994,5,2009,9,2009,12,5
3598,1,0,1,15,15,0,3,2,2,0,1,17,0.0,1,1,2,2,0,279.0,27,1,1994,6,2009,7,2010,4,5
2702,1,0,1,15,16,0,3,2,2,0,1,17,0.0,1,1,2,2,0,188.0,18,1,1994,6,2009,12,2010,6,6
709,0,1,2,14,14,0,3,1,2,0,1,17,0.0,2,2,7,5,0,87.0,21,1,1995,9,2010,2,2010,5,5
1393,0,2,3,14,14,0,3,2,2,0,1,17,0.0,1,3,7,5,0,58.0,58,1,1995,5,2009,11,2010,1,3
3787,0,2,1,14,15,0,3,2,2,0,1,17,0.0,1,1,7,5,0,48.0,111,1,1994,11,2009,9,2009,11,3
381,0,2,0,15,15,0,3,2,2,0,0,17,0.0,1,0,7,5,0,45.0,74,1,1994,8,2010,3,2010,4,7
402,0,2,1,14,14,0,3,2,2,0,1,17,0.0,1,1,2,2,0,67.0,26,1,1995,4,2009,12,2010,2,3
684,0,0,3,17,17,0,3,2,2,0,1,17,0.0,1,3,7,5,0,56.0,26,1,1992,8,2010,4,2010,6,6
2665,0,0,1,16,17,0,3,2,2,0,1,17,0.0,1,1,7,5,1,111.0,223,1,1992,6,2009,2,2009,6,1
3492,0,0,1,16,16,0,3,1,2,0,1,17,0.0,2,1,7,5,0,108.0,100,1,1993,6,2009,7,2009,10,2
156,0,0,2,16,16,0,3,1,2,0,1,17,0.0,2,2,7,5,0,147.0,52,1,1993,10,2009,10,2010,3,4
4248,0,0,1,16,16,0,3,2,2,0,0,17,0.0,1,1,7,5,0,123.0,28,1,1993,6,2009,10,2010,2,3
2551,0,0,1,16,17,0,3,2,2,0,1,17,0.0,1,1,7,5,0,120.0,122,1,1993,6,2010,2,2010,6,10
1916,0,0,1,17,18,0,3,2,2,0,1,17,0.0,1,1,2,2,0,158.0,19,1,1992,2,2009,11,2010,4,5
1957,0,0,1,16,16,0,3,2,2,0,1,17,0.0,1,1,2,2,0,158.0,20,1,1993,11,2009,11,2010,4,5
1518,0,0,1,16,16,0,3,2,2,0,1,17,0.0,1,1,2,2,0,73.0,11,1,1993,5,2010,1,2010,3,3
4398,0,0,1,16,16,0,3,2,2,0,1,17,0.0,1,1,2,2,0,176.0,8,1,1993,5,2009,8,2010,1,2
2100,0,0,1,16,17,0,3,2,2,0,0,17,0.0,1,1,2,2,0,78.0,50,1,1993,2,2010,1,2010,4,6
474,0,0,0,17,18,0,3,2,2,0,0,17,0.0,1,0,2,2,0,71.0,25,1,1992,5,2010,3,2010,6,7
571,0,0,3,17,17,0,3,1,2,0,1,17,0.0,2,3,2,2,0,28.0,2,1,1992,6,2010,4,2010,5,5
1825,0,0,2,16,17,0,3,2,2,0,1,17,0.0,1,2,2,2,0,42.0,84,1,1993,8,2010,8,2010,9,12
1151,0,1,2,16,16,0,3,2,2,0,0,17,0.0,1,2,7,5,0,30.0,23,1,1994,3,2010,5,2010,5,6
2014,0,1,1,17,17,0,3,1,2,0,1,17,0.0,2,1,7,5,0,84.0,34,1,1992,10,2010,2,2010,4,5
2553,0,2,1,17,18,0,3,2,2,0,1,17,0.0,1,1,7,5,0,124.0,117,1,1992,4,2010,2,2010,6,10
3487,0,2,1,17,17,0,3,2,2,0,1,17,0.0,1,1,7,5,0,103.0,97,1,1992,4,2009,6,2009,10,1
1282,0,0,2,14,14,0,3,2,2,0,1,18,0.0,1,2,7,5,0,49.0,28,1,1996,1,2010,4,2010,6,7
3609,1,0,1,14,15,0,3,2,2,0,1,18,0.0,1,1,7,5,0,239.0,63,1,1994,11,2009,4,2009,12,2
2226,0,0,1,15,16,0,3,2,2,0,1,19,0.0,1,1,7,5,0,150.0,98,1,1994,6,2009,11,2010,4,7
43,0,0,3,14,15,0,3,0,2,0,1,19,0.0,3,3,7,5,0,187.0,24,1,1995,3,2009,10,2010,4,5
1738,0,0,2,14,14,0,3,2,2,0,1,19,0.0,1,2,7,5,0,94.0,15,1,1996,2,2010,8,2010,11,11
997,0,0,2,14,15,0,3,2,2,0,1,19,0.0,1,2,7,5,0,189.0,22,1,1995,8,2010,3,2010,9,9
3125,0,0,1,15,15,0,3,2,2,0,1,19,0.0,1,1,7,5,0,140.0,97,1,1994,3,2009,6,2009,10,1
1347,0,0,3,15,15,0,3,2,2,0,1,19,0.0,1,3,7,5,0,95.0,49,1,1994,10,2009,11,2010,2,4
37,0,0,2,15,16,0,3,2,2,0,1,19,0.0,1,2,7,5,0,62.0,56,1,1994,3,2009,12,2010,2,3
3076,0,0,1,15,16,0,3,2,2,0,1,19,0.0,1,1,7,5,0,73.0,86,1,1994,9,2010,5,2010,7,10
1247,1,0,2,14,15,0,3,2,2,0,1,19,0.0,1,2,2,2,0,182.0,34,1,1995,12,2010,5,2010,11,12
3306,0,2,1,15,15,0,3,2,2,0,1,19,0.0,1,1,7,5,0,174.0,79,1,1994,4,2009,5,2009,11,2
1103,0,0,3,16,16,0,3,2,2,0,1,19,0.0,1,3,7,5,0,39.0,44,1,1994,1,2010,8,2010,9,10
2505,0,0,1,16,17,0,3,2,2,0,1,19,0.0,1,1,7,5,0,197.0,104,1,1993,7,2009,12,2010,6,9
4257,0,0,1,17,17,0,3,2,2,0,1,19,0.0,1,1,7,5,0,102.0,41,1,1992,7,2009,10,2010,1,3
1588,0,0,1,16,16,0,3,2,2,0,1,19,0.0,1,1,7,5,0,99.0,34,1,1993,8,2009,12,2010,3,4
4299,0,0,1,16,16,0,3,2,2,0,1,19,0.0,1,1,7,5,0,110.0,75,1,1993,8,2009,10,2010,1,4
4367,0,0,1,16,17,0,3,2,2,0,1,19,0.0,1,1,7,5,0,119.0,54,1,1992,12,2009,10,2010,2,3
3101,0,0,1,16,16,0,3,2,2,0,1,19,0.0,1,1,2,2,0,124.0,7,1,1994,1,2010,5,2010,9,9
4149,0,0,1,16,16,0,3,2,2,0,1,19,0.0,1,1,2,2,0,139.0,56,1,1993,6,2009,9,2010,2,4
657,0,4,0,16,17,0,3,2,2,0,1,19,0.0,1,0,7,5,0,66.0,42,1,1993,5,2010,5,2010,7,8
2093,0,2,1,17,18,0,3,2,2,0,1,19,0.0,1,1,7,5,0,145.0,94,1,1992,2,2010,1,2010,5,9
4453,0,2,1,17,18,0,3,2,2,0,1,19,0.0,1,1,7,5,0,195.0,6,1,1991,10,2009,8,2010,3,3
4353,0,2,1,17,18,0,3,2,2,0,1,19,0.0,1,1,7,5,0,115.0,120,1,1992,3,2009,10,2010,2,6
2456,0,2,1,16,17,0,3,2,2,0,1,19,0.0,1,1,7,5,0,127.0,146,1,1993,8,2010,1,2010,5,10
3144,0,0,1,17,19,0,3,0,0,1,1,0,0.0,3,1,1,1,2,416.0,412,0,1990,12,2008,5,2009,7,8
3165,0,0,1,16,18,0,3,0,0,1,1,0,0.0,3,1,1,1,0,514.0,97,0,1992,6,2009,1,2010,6,9
499,0,0,0,17,20,0,3,2,0,1,0,0,0.0,1,0,1,1,0,940.0,148,0,1989,4,2007,2,2009,9,2
4028,0,0,1,17,19,0,3,1,0,1,1,0,0.0,2,1,1,1,2,667.0,368,0,1990,3,2007,5,2009,3,3
4744,1,0,1,16,17,0,3,1,0,1,0,0,0.0,2,1,1,1,0,437.0,119,0,1992,10,2008,12,2010,3,6
2249,1,0,1,14,16,0,3,2,0,1,0,1,0.0,1,1,1,1,1,337.0,207,0,1994,3,2008,12,2009,11,6
693,0,0,2,16,18,0,3,1,0,1,0,1,0.0,2,2,1,1,1,280.0,214,0,1992,2,2008,10,2009,7,2
3652,0,0,1,15,19,0,3,0,0,1,1,2,0.0,3,1,0,0,0,1064.0,172,0,1991,10,2007,7,2010,6,12
707,0,0,3,15,16,0,3,2,0,1,1,2,0.0,1,3,1,1,1,275.0,270,1,1994,3,2009,4,2010,1,10
331,0,3,3,14,16,0,3,0,0,1,1,2,0.0,4,3,1,1,1,308.0,360,0,1994,8,2009,1,2009,12,11
1120,0,0,3,17,20,0,3,0,0,1,1,2,0.0,4,3,1,1,1,586.0,268,0,1990,7,2008,5,2009,12,9
2608,0,0,1,17,18,0,3,1,0,1,1,2,0.0,2,1,1,1,0,151.0,166,0,1992,2,2009,5,2009,10,4
164,0,0,1,17,19,0,3,0,0,1,1,2,0.0,4,1,1,1,1,206.0,362,0,1991,2,2009,1,2009,7,7
2709,0,0,1,15,18,0,3,2,0,1,1,3,0.0,1,1,1,1,0,677.0,146,0,1992,4,2008,3,2010,2,6
3860,0,0,1,17,19,0,3,0,0,1,1,3,0.0,3,1,1,1,2,382.0,443,0,1991,4,2008,5,2009,5,8
2278,0,3,1,17,18,0,3,1,0,1,1,4,0.0,2,1,0,0,0,442.0,89,0,1991,12,2009,3,2010,6,9
3552,0,0,1,17,19,0,3,1,1,1,1,5,0.0,2,1,0,0,0,708.0,79,0,1990,11,2008,5,2010,4,7
4429,1,0,1,14,17,0,3,0,1,1,1,5,0.0,3,1,1,1,2,526.0,433,0,1993,3,2007,9,2009,2,4
239,0,4,1,16,19,0,3,1,1,1,1,5,0.0,2,0,1,1,2,493.0,422,0,1991,6,2007,12,2009,4,6
2083,0,1,1,17,18,0,3,2,1,1,1,5,0.0,1,1,3,3,0,389.0,151,0,1991,11,2009,3,2010,4,9
1435,0,0,1,14,16,0,3,2,1,1,1,6,0.0,1,1,1,1,1,568.0,271,0,1993,10,2008,1,2009,8,5
4620,0,0,1,16,18,0,3,2,1,1,1,6,0.0,1,1,1,1,2,227.0,382,0,1991,11,2008,9,2009,4,5
4330,0,2,1,16,18,0,3,2,1,1,1,6,0.0,1,1,1,1,1,384.0,311,0,1991,9,2008,6,2009,7,5
3047,0,2,1,17,18,0,3,2,1,1,1,6,0.0,1,1,1,1,0,347.0,166,0,1992,1,2009,5,2010,4,10
4760,0,0,1,14,16,0,3,2,1,0,1,8,0.0,1,1,1,1,1,446.0,209,0,1993,10,2008,9,2009,11,6
3822,0,0,1,16,18,0,3,2,1,0,1,8,0.0,1,1,1,1,0,527.0,176,0,1991,6,2008,6,2009,11,5
2812,0,0,1,16,19,0,3,2,1,0,1,8,0.0,1,1,1,1,1,477.0,291,0,1991,3,2008,2,2009,6,4
4555,0,0,1,17,20,0,3,2,1,0,1,8,0.0,1,1,1,1,1,384.0,360,0,1990,9,2008,9,2009,9,9
2810,0,0,1,17,19,0,3,2,1,0,1,8,0.0,1,1,1,1,1,468.0,272,0,1990,7,2008,2,2009,6,3
2809,0,0,1,17,19,0,3,2,1,0,1,8,0.0,1,1,1,1,1,468.0,282,0,1990,5,2008,2,2009,6,3
1574,0,0,0,17,19,0,3,2,1,0,1,8,0.0,1,0,1,1,1,520.0,269,0,1990,12,2008,8,2010,1,10
4013,0,2,1,16,18,0,3,1,1,0,0,9,0.0,2,1,0,0,1,369.0,290,0,1991,11,2008,8,2009,8,5
4773,0,0,1,15,16,0,3,2,1,0,0,9,0.0,1,1,1,1,0,358.0,179,0,1993,8,2008,11,2009,10,4
202,0,0,3,14,15,0,3,2,1,0,0,9,0.0,1,3,1,1,0,455.0,148,0,1994,4,2008,7,2009,10,3
1854,0,0,1,15,17,0,3,2,1,0,1,9,0.0,1,1,1,1,0,403.0,119,0,1993,6,2009,2,2010,3,7
4710,0,0,1,14,16,0,3,2,1,0,1,10,0.0,1,1,1,1,0,649.0,179,0,1994,1,2008,8,2010,5,11
1053,0,0,3,14,17,0,3,1,2,0,1,21,0.0,2,3,1,1,1,617.0,269,0,1993,2,2008,2,2009,11,7
3080,1,0,1,17,20,0,3,2,2,0,1,21,0.0,1,1,1,1,2,434.0,578,0,1990,1,2007,4,2008,7,2
2600,0,1,1,16,19,0,3,2,2,0,1,12,0.0,1,1,1,1,1,874.0,358,0,1990,9,2007,2,2009,7,6
3872,0,0,1,16,18,0,3,2,2,0,1,19,0.0,1,1,1,1,0,496.0,179,0,1991,11,2008,6,2009,11,4
310,0,0,3,15,19,0,3,1,0,1,1,0,0.0,2,3,1,1,1,1108.0,180,0,1991,6,2007,1,2010,2,8
2112,0,2,1,15,17,0,3,0,0,1,1,0,0.0,3,1,1,1,1,657.0,364,0,1993,1,2008,2,2009,11,11
4322,0,0,1,17,19,0,3,2,0,1,1,0,0.0,1,1,1,1,1,340.0,341,0,1990,9,2008,6,2009,5,5
1148,0,0,1,17,20,0,3,2,0,1,1,0,0.0,1,1,1,1,1,943.0,272,0,1989,6,2006,11,2009,6,3
168,0,0,0,16,19,0,3,0,0,1,1,0,0.0,3,0,1,1,2,522.0,479,0,1991,1,2007,11,2009,4,7
1771,0,2,2,15,17,0,3,1,0,1,0,1,0.0,2,2,1,1,1,540.0,267,0,1993,3,2008,8,2010,1,10
1526,0,0,1,16,18,0,3,1,0,1,0,1,0.0,2,1,1,1,0,378.0,149,0,1992,2,2009,2,2010,2,7
747,0,1,1,17,18,0,3,1,0,1,1,1,0.0,2,1,1,1,2,184.0,407,0,1992,1,2009,1,2009,7,9
2853,1,2,1,15,17,0,3,2,0,1,1,2,0.0,1,1,1,1,1,395.0,364,0,1992,9,2008,3,2009,4,4
400,0,0,3,17,21,0,3,0,0,1,1,2,0.0,3,3,1,1,2,316.0,1190,0,1988,9,2006,3,2007,1,4
1983,1,0,1,17,19,0,3,1,1,1,1,5,0.0,2,1,1,1,1,510.0,268,0,1990,12,2008,2,2009,7,4
1690,0,2,1,17,18,0,3,2,1,1,1,5,0.0,1,1,1,1,0,303.0,160,0,1991,6,2009,2,2009,12,5
4809,0,3,1,17,18,0,3,0,1,1,1,6,0.0,3,1,0,0,0,201.0,128,0,1991,7,2009,3,2009,10,2
1298,0,2,1,17,18,0,3,2,1,1,1,7,0.0,1,1,1,1,0,178.0,102,0,1992,8,2010,1,2010,7,11
952,0,0,3,15,17,0,3,2,1,0,1,8,0.0,1,3,1,1,1,482.0,240,0,1993,2,2008,5,2009,9,5
3086,0,0,1,16,19,0,3,2,1,0,1,8,0.0,1,1,1,1,1,739.0,364,0,1990,12,2007,4,2009,4,4
2384,0,0,1,17,18,0,3,2,1,0,1,8,0.0,1,1,1,1,0,325.0,178,0,1991,11,2009,3,2010,2,8
195,0,0,3,17,20,0,3,2,1,0,1,8,0.0,1,3,1,1,1,673.0,269,0,1990,5,2008,5,2010,3,12
2358,0,0,1,17,21,0,3,2,1,0,1,8,0.0,1,1,1,1,2,946.0,365,0,1989,6,2007,2,2009,10,10
4500,0,0,1,16,18,0,3,2,1,0,1,9,0.0,1,1,1,1,0,526.0,179,0,1991,10,2008,7,2009,12,6
1378,0,0,2,16,18,0,3,2,1,0,1,9,0.0,1,2,1,1,1,692.0,204,0,1992,2,2008,2,2010,1,8
2353,0,0,1,15,17,0,3,2,1,0,1,10,0.0,1,1,1,1,1,544.0,363,0,1992,8,2008,1,2009,7,7
1745,0,0,1,14,17,0,3,1,1,0,1,10,0.0,2,1,1,1,0,683.0,179,0,1993,6,2008,1,2009,12,6
375,0,0,1,17,18,0,3,2,1,0,1,10,0.0,1,1,1,1,1,257.0,269,0,1991,9,2008,11,2009,8,5
4240,1,0,1,15,19,0,3,2,2,0,1,21,0.0,1,1,1,1,1,821.0,364,0,1991,11,2007,9,2009,12,12
2475,1,2,1,14,16,0,3,0,2,0,1,13,0.0,3,1,1,1,1,467.0,358,0,1993,11,2008,2,2009,5,5
97,1,0,1,15,16,0,3,2,2,0,1,16,0.0,1,1,1,1,1,368.0,192,0,1993,5,2008,8,2009,9,3
1600,0,0,1,16,18,0,3,2,0,1,0,0,0.0,1,1,1,1,0,386.0,119,0,1992,1,2008,12,2010,1,5
4600,0,0,1,16,18,0,3,0,0,1,1,0,0.0,4,1,1,1,2,442.0,545,0,1991,9,2007,9,2008,12,6
729,0,0,2,17,19,0,3,0,0,1,1,1,0.0,4,3,1,1,2,180.0,679,0,1991,1,2008,5,2008,11,9
2047,0,0,1,17,19,0,3,1,0,1,1,1,0.0,2,1,1,1,1,409.0,364,0,1990,7,2008,1,2009,3,3
2510,0,0,1,17,19,0,3,2,0,1,1,2,0.0,1,1,1,1,0,504.0,178,0,1991,9,2008,12,2010,5,11
512,0,0,3,17,18,0,3,0,0,1,1,3,0.0,5,3,1,1,1,179.0,183,0,1991,4,2009,4,2009,9,4
4375,0,0,2,14,18,0,3,2,0,1,1,4,0.0,1,1,0,0,2,801.0,543,0,1992,8,2007,1,2009,3,9
2479,0,0,1,15,19,0,3,2,0,1,1,4,0.0,1,1,1,1,2,491.0,863,0,1991,1,2006,11,2008,4,8
4755,0,0,1,17,19,0,3,1,1,1,1,5,0.0,2,1,1,1,2,279.0,378,0,1991,4,2008,9,2009,7,7
54,0,0,2,16,18,0,3,0,1,1,1,5,0.0,3,2,1,1,2,469.0,378,0,1991,4,2007,11,2009,3,3
2087,1,0,1,16,19,0,3,1,1,1,1,5,0.0,2,1,1,1,2,565.0,373,0,1991,5,2008,2,2009,8,9
1429,1,4,2,17,20,0,3,1,1,1,1,5,0.0,2,2,1,1,2,749.0,397,0,1990,5,2007,6,2009,7,8
2369,1,4,1,16,18,0,3,0,1,1,1,5,0.0,3,1,1,1,1,384.0,364,0,1991,9,2008,2,2009,3,3
825,0,0,0,15,18,0,3,2,1,1,1,6,0.0,1,0,1,1,1,565.0,364,0,1992,9,2008,4,2009,10,10
3430,0,0,1,16,18,0,3,2,1,0,1,8,0.0,1,1,1,1,1,594.0,232,0,1992,1,2008,6,2010,1,9
4194,0,0,1,17,20,0,3,2,1,0,1,8,0.0,1,1,1,1,1,717.0,279,0,1989,11,2007,9,2009,8,6
3196,0,2,1,16,19,0,3,2,1,0,1,8,0.0,1,1,1,1,1,829.0,239,0,1990,12,2007,4,2009,7,3
4724,0,0,1,16,17,0,3,2,1,0,0,9,0.0,1,1,1,1,2,260.0,365,0,1992,8,2008,10,2009,7,7
913,0,0,2,15,18,0,3,0,2,0,1,21,0.0,4,2,3,3,1,957.0,245,0,1991,7,2006,10,2009,5,1
265,0,4,3,16,18,0,3,2,2,0,1,12,0.0,1,3,1,1,1,383.0,180,0,1991,12,2008,11,2009,12,6
158,0,1,2,17,20,0,3,2,2,0,1,12,0.0,1,2,1,1,1,579.0,310,0,1990,1,2008,1,2009,8,6
3292,0,0,1,15,17,0,3,2,0,1,1,0,0.0,1,1,1,1,0,327.0,144,0,1993,10,2009,8,2010,7,11
1774,0,0,3,14,16,0,3,1,0,1,1,0,0.0,2,3,1,1,2,177.0,366,0,1994,5,2008,12,2009,5,5
428,1,0,0,15,17,0,3,2,0,1,0,0,0.0,1,0,1,1,0,920.0,89,0,1992,5,2007,7,2010,2,5
1663,1,0,2,14,15,0,3,0,0,1,0,0,0.0,3,2,1,1,0,269.0,152,0,1995,3,2009,9,2010,6,11
3062,0,2,1,15,18,0,3,2,0,1,0,0,0.0,1,1,1,1,0,722.0,178,0,1992,8,2008,3,2010,3,9
2688,0,0,1,16,19,0,3,2,0,1,1,0,0.0,1,1,1,1,0,711.0,178,0,1991,8,2008,5,2010,4,10
2803,0,0,1,16,18,0,3,2,0,1,0,0,0.0,1,1,1,1,0,422.0,119,0,1992,8,2009,5,2010,6,10
3286,0,0,1,17,18,0,3,1,0,1,1,0,0.0,2,1,1,1,0,274.0,98,0,1991,10,2009,8,2010,5,8
4748,0,0,1,16,18,0,3,2,0,1,1,0,0.0,1,1,1,1,1,329.0,272,0,1992,5,2009,1,2009,12,9
